database,alloy,T_C,phase,label,set_index,fraction
PrecHiMn-04,llm,720.0,A1_FCC,A1_FCC,0,0.8043171272538767
PrecHiMn-04,llm,720.0,CUB_A13,CUB_A13,1,0.19568287275651228
PrecHiMn-04,llm,730.0,A1_FCC,A1_FCC,0,0.8412365065862146
PrecHiMn-04,llm,730.0,CUB_A13,CUB_A13,1,0.1587634934022279
PrecHiMn-04,llm,740.0,A1_FCC,A1_FCC,0,0.8790148677910343
PrecHiMn-04,llm,740.0,CUB_A13,CUB_A13,1,0.12098513224614936
PrecHiMn-04,llm,750.0,A1_FCC,A1_FCC,0,0.9176390108908384
PrecHiMn-04,llm,750.0,CUB_A13,CUB_A13,1,0.08236098914381738
PrecHiMn-04,llm,760.0,A1_FCC,A1_FCC,0,0.9570918751281037
PrecHiMn-04,llm,760.0,CUB_A13,CUB_A13,1,0.04290812485213157
PrecHiMn-04,llm,770.0,A1_FCC,A1_FCC,0,0.9973517455509395
PrecHiMn-04,llm,770.0,CUB_A13,CUB_A13,1,0.002648254450649399
PrecHiMn-04,llm,780.0,A1_FCC,A1_FCC,0,0.9999999999806037
PrecHiMn-04,llm,790.0,A1_FCC,A1_FCC,0,0.9999999999995461
PrecHiMn-04,llm,800.0,A1_FCC,A1_FCC,0,1.0000000000011657
PrecHiMn-04,llm,810.0,A1_FCC,A1_FCC,0,1.000000000004109
PrecHiMn-04,llm,820.0,A1_FCC,A1_FCC,0,0.9999999999933922
PrecHiMn-04,llm,830.0,A1_FCC,A1_FCC,0,0.9999999999917487
PrecHiMn-04,llm,840.0,A1_FCC,A1_FCC,0,1.0000000000271105
PrecHiMn-04,llm,850.0,A1_FCC,A1_FCC,0,0.9999999999900594
PrecHiMn-04,llm,860.0,A1_FCC,A1_FCC,0,0.9999999999973443
PrecHiMn-04,llm,870.0,A1_FCC,A1_FCC,0,0.9999999999965604
PrecHiMn-04,llm,880.0,A1_FCC,A1_FCC,0,0.9999999999919049
PrecHiMn-04,llm,890.0,A1_FCC,A1_FCC,0,1.0000000000012437
PrecHiMn-04,llm,900.0,A1_FCC,A1_FCC,0,1.0000000000130094
PrecHiMn-04,llm,910.0,A1_FCC,A1_FCC,0,0.9999999999824463
PrecHiMn-04,llm,920.0,A1_FCC,A1_FCC,0,1.0000000000040614
PrecHiMn-04,llm,930.0,A1_FCC,A1_FCC,0,1.0000000000209766
PrecHiMn-04,llm,940.0,BCC_4SL,BCC_4SL[A2],0,0.009800990265236311
PrecHiMn-04,llm,940.0,A1_FCC,A1_FCC,1,0.9901990097267128
PrecHiMn-04,llm,950.0,BCC_4SL,BCC_4SL[A2],0,0.03247809419161771
PrecHiMn-04,llm,950.0,A1_FCC,A1_FCC,1,0.9675219058336916
PrecHiMn-04,llm,960.0,A1_FCC,A1_FCC,0,0.9445111137275292
PrecHiMn-04,llm,960.0,BCC_4SL,BCC_4SL[A2],1,0.05548888622477592
PrecHiMn-04,llm,970.0,A1_FCC,A1_FCC,0,0.9211729792917046
PrecHiMn-04,llm,970.0,BCC_4SL,BCC_4SL[A2],1,0.07882702071176666
PrecHiMn-04,llm,980.0,BCC_4SL,BCC_4SL[A2],0,0.10248356592499512
PrecHiMn-04,llm,980.0,A1_FCC,A1_FCC,1,0.8975164340201153
PrecHiMn-04,llm,990.0,A1_FCC,A1_FCC,0,0.8735532873157972
PrecHiMn-04,llm,990.0,BCC_4SL,BCC_4SL[A2],1,0.1264467126676606
PrecHiMn-04,llm,1000.0,A1_FCC,A1_FCC,0,0.849298510270253
PrecHiMn-04,llm,1000.0,BCC_4SL,BCC_4SL[A2],1,0.15070148979004538
PrecHiMn-04,llm,1010.0,A1_FCC,A1_FCC,0,0.8247705018011848
PrecHiMn-04,llm,1010.0,BCC_4SL,BCC_4SL[A2],1,0.17522949821705172
PrecHiMn-04,llm,1020.0,BCC_4SL,BCC_4SL[A2],0,0.20000867707502806
PrecHiMn-04,llm,1020.0,A1_FCC,A1_FCC,1,0.7999913229155508
PrecHiMn-04,llm,1030.0,BCC_4SL,BCC_4SL[A2],0,0.2250131167269654
PrecHiMn-04,llm,1030.0,A1_FCC,A1_FCC,1,0.7749868832699592
PrecHiMn-04,llm,1040.0,BCC_4SL,BCC_4SL[A2],0,0.25021293849875237
PrecHiMn-04,llm,1040.0,A1_FCC,A1_FCC,1,0.7497870615553862
PrecHiMn-04,llm,1050.0,BCC_4SL,BCC_4SL[A2],0,0.2755742598061321
PrecHiMn-04,llm,1050.0,A1_FCC,A1_FCC,1,0.7244257402029217
PrecHiMn-04,llm,1060.0,A1_FCC,A1_FCC,0,0.6989407333394725
PrecHiMn-04,llm,1060.0,BCC_4SL,BCC_4SL[A2],1,0.3010592666974815
PrecHiMn-04,llm,1070.0,A1_FCC,A1_FCC,0,0.6733735875863948
PrecHiMn-04,llm,1070.0,BCC_4SL,BCC_4SL[A2],1,0.3266264124299179
PrecHiMn-04,llm,1080.0,BCC_4SL,BCC_4SL[A2],0,0.3522307613766262
PrecHiMn-04,llm,1080.0,A1_FCC,A1_FCC,1,0.6477692385947594
PrecHiMn-04,llm,1090.0,BCC_4SL,BCC_4SL[A2],0,0.3778244907119775
PrecHiMn-04,llm,1090.0,A1_FCC,A1_FCC,1,0.6221755092384369
PrecHiMn-04,llm,1100.0,BCC_4SL,BCC_4SL[A2],0,0.4033575562646178
PrecHiMn-04,llm,1100.0,A1_FCC,A1_FCC,1,0.596642443695565
PrecHiMn-04,llm,1110.0,BCC_4SL,BCC_4SL[A2],0,0.4287785193964198
PrecHiMn-04,llm,1110.0,A1_FCC,A1_FCC,1,0.5712214806002837
PrecHiMn-04,llm,1120.0,BCC_4SL,BCC_4SL[A2],0,0.45403552009633247
PrecHiMn-04,llm,1120.0,A1_FCC,A1_FCC,1,0.5459644798766752
PrecHiMn-04,llm,1130.0,BCC_4SL,BCC_4SL[A2],0,0.47907736894940817
PrecHiMn-04,llm,1130.0,A1_FCC,A1_FCC,1,0.5209226310443631
PrecHiMn-04,llm,1140.0,BCC_4SL,BCC_4SL[A2],0,0.5038547187942318
PrecHiMn-04,llm,1140.0,A1_FCC,A1_FCC,1,0.4961452811688192
PrecHiMn-04,llm,1150.0,BCC_4SL,BCC_4SL[A2],0,0.5283212636511615
PrecHiMn-04,llm,1150.0,A1_FCC,A1_FCC,1,0.47167873635051694
PrecHiMn-04,llm,1160.0,BCC_4SL,BCC_4SL[A2],0,0.5524349095826514
PrecHiMn-04,llm,1160.0,A1_FCC,A1_FCC,1,0.4475650904364437
PrecHiMn-04,llm,1170.0,BCC_4SL,BCC_4SL[A2],0,0.5761588520119939
PrecHiMn-04,llm,1170.0,A1_FCC,A1_FCC,1,0.42384114801896433
PrecHiMn-04,llm,1180.0,BCC_4SL,BCC_4SL[A2],0,0.5994625070331095
PrecHiMn-04,llm,1180.0,A1_FCC,A1_FCC,1,0.40053749297609065
PrecHiMn-04,llm,1190.0,BCC_4SL,BCC_4SL[A2],0,0.6223222434997947
PrecHiMn-04,llm,1190.0,A1_FCC,A1_FCC,1,0.3776777564909732
PrecHiMn-04,llm,1200.0,BCC_4SL,BCC_4SL[A2],0,0.6447218828427586
PrecHiMn-04,llm,1200.0,A1_FCC,A1_FCC,1,0.35527811712472546
PrecHiMn-04,llm,1210.0,BCC_4SL,BCC_4SL[A2],0,0.6666529511887517
PrecHiMn-04,llm,1210.0,A1_FCC,A1_FCC,1,0.3333470488244559
PrecHiMn-04,llm,1220.0,BCC_4SL,BCC_4SL[A2],0,0.6881146830875299
PrecHiMn-04,llm,1220.0,A1_FCC,A1_FCC,1,0.31188531689580434
PrecHiMn-04,llm,1230.0,BCC_4SL,BCC_4SL[A2],0,0.7091137990335707
PrecHiMn-04,llm,1230.0,A1_FCC,A1_FCC,1,0.2908862010006435
PrecHiMn-04,llm,1240.0,A1_FCC,A1_FCC,0,0.2703359109635782
PrecHiMn-04,llm,1240.0,BCC_4SL,BCC_4SL[A2],1,0.7296640890409629
PrecHiMn-04,llm,1250.0,BCC_4SL,BCC_4SL[A2],0,0.7497571873613432
PrecHiMn-04,llm,1250.0,A1_FCC,A1_FCC,1,0.2502428126361144
PrecHiMn-04,llm,1260.0,BCC_4SL,BCC_4SL[A2],0,0.7694740340464807
PrecHiMn-04,llm,1260.0,A1_FCC,A1_FCC,1,0.2305259659726698
PrecHiMn-04,llm,1270.0,A1_FCC,A1_FCC,0,0.2111901368041241
PrecHiMn-04,llm,1270.0,BCC_4SL,BCC_4SL[A2],1,0.7888098631956162
PrecHiMn-04,llm,1280.0,BCC_4SL,BCC_4SL[A2],0,0.8077953409316451
PrecHiMn-04,llm,1280.0,A1_FCC,A1_FCC,1,0.19220465902649875
PrecHiMn-04,llm,1290.0,BCC_4SL,BCC_4SL[A2],0,0.8264662454791069
PrecHiMn-04,llm,1290.0,A1_FCC,A1_FCC,1,0.17353375448839167
PrecHiMn-04,llm,1300.0,A1_FCC,A1_FCC,0,0.1551374518032303
PrecHiMn-04,llm,1300.0,BCC_4SL,BCC_4SL[A2],1,0.8448625481975265
PrecHiMn-04,llm,1310.0,A1_FCC,A1_FCC,0,0.1369724036978209
PrecHiMn-04,llm,1310.0,BCC_4SL,BCC_4SL[A2],1,0.8630275962854838
PrecHiMn-04,llm,1320.0,A1_FCC,A1_FCC,0,0.11899258460656449
PrecHiMn-04,llm,1320.0,BCC_4SL,BCC_4SL[A2],1,0.8810074153876302
PrecHiMn-04,llm,1330.0,BCC_4SL,BCC_4SL[A2],0,0.8988501394423757
PrecHiMn-04,llm,1330.0,A1_FCC,A1_FCC,1,0.10114986056163375
PrecHiMn-04,llm,1340.0,A1_FCC,A1_FCC,0,0.08339443008389817
PrecHiMn-04,llm,1340.0,BCC_4SL,BCC_4SL[A2],1,0.9166055699132444
PrecHiMn-04,llm,1350.0,BCC_4SL,BCC_4SL[A2],0,0.9343248593603415
PrecHiMn-04,llm,1350.0,A1_FCC,A1_FCC,1,0.06567514066406785
PrecHiMn-04,llm,1360.0,A1_FCC,A1_FCC,0,0.04793968887161803
PrecHiMn-04,llm,1360.0,BCC_4SL,BCC_4SL[A2],1,0.952060311119495
PrecHiMn-04,llm,1370.0,BCC_4SL,BCC_4SL[A2],0,0.9698652863368451
PrecHiMn-04,llm,1370.0,A1_FCC,A1_FCC,1,0.03013471364768573
PrecHiMn-04,llm,1380.0,A1_FCC,A1_FCC,0,0.012205791901271098
PrecHiMn-04,llm,1380.0,BCC_4SL,BCC_4SL[A2],1,0.9877942080976527
PrecHiMn-04,llm,1390.0,BCC_4SL,BCC_4SL[A2],0,0.9999999999974345
PrecHiMn-04,llm,1400.0,BCC_4SL,BCC_4SL[A2],0,1.0000000000176654
PrecHiMn-04,llm_noC,400.0,BCC_4SL,BCC_4SL[A2],0,0.11815278905367617
PrecHiMn-04,llm_noC,400.0,CUB_A13,CUB_A13,1,0.8818432764206255
PrecHiMn-04,llm_noC,410.0,BCC_4SL,BCC_4SL[ordered],0,0.15844357846262483
PrecHiMn-04,llm_noC,410.0,CUB_A13,CUB_A13,1,0.8415526441794712
PrecHiMn-04,llm_noC,420.0,BCC_4SL,BCC_4SL[A2],0,0.08670814075072096
PrecHiMn-04,llm_noC,420.0,CUB_A13,CUB_A13,1,0.9132888537689461
PrecHiMn-04,llm_noC,430.0,BCC_4SL,BCC_4SL[ordered],0,0.1149253117654154
PrecHiMn-04,llm_noC,430.0,CUB_A13,CUB_A13,1,0.8850720492814429
PrecHiMn-04,llm_noC,440.0,BCC_4SL,BCC_4SL[ordered],0,0.09217151661793307
PrecHiMn-04,llm_noC,440.0,CUB_A13,CUB_A13,1,0.9078267175353757
PrecHiMn-04,llm_noC,450.0,BCC_4SL,BCC_4SL[A2],0,0.03793713397799426
PrecHiMn-04,llm_noC,450.0,CUB_A13,CUB_A13,1,0.9620626329505925
PrecHiMn-04,llm_noC,460.0,CUB_A13,CUB_A13,0,0.978646132785035
PrecHiMn-04,llm_noC,460.0,BCC_4SL,BCC_4SL[A2],1,0.02135386719708717
PrecHiMn-04,llm_noC,470.0,BCC_4SL,BCC_4SL[A2],0,0.0046590627807143355
PrecHiMn-04,llm_noC,470.0,CUB_A13,CUB_A13,1,0.9953409372486348
PrecHiMn-04,llm_noC,480.0,CUB_A13,CUB_A13,0,1.000000000001518
PrecHiMn-04,llm_noC,490.0,CUB_A13,CUB_A13,0,0.9999999999989337
PrecHiMn-04,llm_noC,500.0,CUB_A13,CUB_A13,0,1.0000000000042786
PrecHiMn-04,llm_noC,510.0,CUB_A13,CUB_A13,0,0.9999999999940647
PrecHiMn-04,llm_noC,520.0,CUB_A13,CUB_A13,0,1.0000000000134714
PrecHiMn-04,llm_noC,530.0,CUB_A13,CUB_A13,0,0.9905243678448505
PrecHiMn-04,llm_noC,530.0,A1_FCC,A1_FCC,1,0.00947563213180153
PrecHiMn-04,llm_noC,540.0,CUB_A13,CUB_A13,0,0.9634734771335961
PrecHiMn-04,llm_noC,540.0,A1_FCC,A1_FCC,1,0.036526522880499165
PrecHiMn-04,llm_noC,550.0,CUB_A13,CUB_A13,0,0.9351485614976505
PrecHiMn-04,llm_noC,550.0,A1_FCC,A1_FCC,1,0.06485143851881842
PrecHiMn-04,llm_noC,560.0,CUB_A13,CUB_A13,0,0.9061979297868841
PrecHiMn-04,llm_noC,560.0,A1_FCC,A1_FCC,1,0.09380207020048136
PrecHiMn-04,llm_noC,570.0,CUB_A13,CUB_A13,0,0.8766772894366073
PrecHiMn-04,llm_noC,570.0,A1_FCC,A1_FCC,1,0.12332271054879396
PrecHiMn-04,llm_noC,580.0,CUB_A13,CUB_A13,0,0.8465964079634619
PrecHiMn-04,llm_noC,580.0,A1_FCC,A1_FCC,1,0.15340359202154194
PrecHiMn-04,llm_noC,590.0,CUB_A13,CUB_A13,0,0.8159541269788176
PrecHiMn-04,llm_noC,590.0,A1_FCC,A1_FCC,1,0.18404587295919728
PrecHiMn-04,llm_noC,600.0,A1_FCC,A1_FCC,0,0.21525507473785746
PrecHiMn-04,llm_noC,600.0,CUB_A13,CUB_A13,1,0.784744925275477
PrecHiMn-04,llm_noC,610.0,A1_FCC,A1_FCC,0,0.24703915800334098
PrecHiMn-04,llm_noC,610.0,CUB_A13,CUB_A13,1,0.7529608420437532
PrecHiMn-04,llm_noC,620.0,A1_FCC,A1_FCC,0,0.27940775525406847
PrecHiMn-04,llm_noC,620.0,CUB_A13,CUB_A13,1,0.720592244791756
PrecHiMn-04,llm_noC,630.0,A1_FCC,A1_FCC,0,0.31237176556619545
PrecHiMn-04,llm_noC,630.0,CUB_A13,CUB_A13,1,0.6876282344478235
PrecHiMn-04,llm_noC,640.0,A1_FCC,A1_FCC,0,0.34594307690788795
PrecHiMn-04,llm_noC,640.0,CUB_A13,CUB_A13,1,0.6540569231160047
PrecHiMn-04,llm_noC,650.0,A1_FCC,A1_FCC,0,0.38013432972673206
PrecHiMn-04,llm_noC,650.0,CUB_A13,CUB_A13,1,0.6198656702672019
PrecHiMn-04,llm_noC,660.0,A1_FCC,A1_FCC,0,0.41495868796887353
PrecHiMn-04,llm_noC,660.0,CUB_A13,CUB_A13,1,0.5850413120194436
PrecHiMn-04,llm_noC,670.0,A1_FCC,A1_FCC,0,0.4504296001869892
PrecHiMn-04,llm_noC,670.0,CUB_A13,CUB_A13,1,0.5495703998121383
PrecHiMn-04,llm_noC,680.0,A1_FCC,A1_FCC,0,0.48656053632021495
PrecHiMn-04,llm_noC,680.0,CUB_A13,CUB_A13,1,0.5134394636851026
PrecHiMn-04,llm_noC,690.0,A1_FCC,A1_FCC,0,0.5233646996634417
PrecHiMn-04,llm_noC,690.0,CUB_A13,CUB_A13,1,0.47663530030631873
PrecHiMn-04,llm_noC,700.0,A1_FCC,A1_FCC,0,0.5608547006455784
PrecHiMn-04,llm_noC,700.0,CUB_A13,CUB_A13,1,0.43914529935917657
PrecHiMn-04,llm_noC,710.0,A1_FCC,A1_FCC,0,0.5990421921730167
PrecHiMn-04,llm_noC,710.0,CUB_A13,CUB_A13,1,0.40095780784802004
PrecHiMn-04,llm_noC,720.0,A1_FCC,A1_FCC,0,0.6379374565262083
PrecHiMn-04,llm_noC,720.0,CUB_A13,CUB_A13,1,0.362062543483213
PrecHiMn-04,llm_noC,730.0,A1_FCC,A1_FCC,0,0.6775489417565367
PrecHiMn-04,llm_noC,730.0,CUB_A13,CUB_A13,1,0.3224510581595808
PrecHiMn-04,llm_noC,740.0,A1_FCC,A1_FCC,0,0.7178827446561975
PrecHiMn-04,llm_noC,740.0,CUB_A13,CUB_A13,1,0.28211725532147414
PrecHiMn-04,llm_noC,750.0,A1_FCC,A1_FCC,0,0.7589420306739229
PrecHiMn-04,llm_noC,750.0,CUB_A13,CUB_A13,1,0.2410579692816105
PrecHiMn-04,llm_noC,760.0,A1_FCC,A1_FCC,0,0.8007263968170863
PrecHiMn-04,llm_noC,760.0,CUB_A13,CUB_A13,1,0.19927360315679613
PrecHiMn-04,llm_noC,770.0,A1_FCC,A1_FCC,0,0.8432311717641556
PrecHiMn-04,llm_noC,770.0,CUB_A13,CUB_A13,1,0.15676882820833848
PrecHiMn-04,llm_noC,780.0,A1_FCC,A1_FCC,0,0.8864466601579033
PrecHiMn-04,llm_noC,780.0,CUB_A13,CUB_A13,1,0.11355333983881069
PrecHiMn-04,llm_noC,790.0,A1_FCC,A1_FCC,0,0.9303573365948631
PrecHiMn-04,llm_noC,790.0,CUB_A13,CUB_A13,1,0.06964266336889653
PrecHiMn-04,llm_noC,800.0,A1_FCC,A1_FCC,0,0.9749410019707831
PrecHiMn-04,llm_noC,800.0,CUB_A13,CUB_A13,1,0.0250589979509908
PrecHiMn-04,llm_noC,810.0,A1_FCC,A1_FCC,0,0.9999999999979757
PrecHiMn-04,llm_noC,820.0,A1_FCC,A1_FCC,0,1.0000000000228995
PrecHiMn-04,llm_noC,830.0,A1_FCC,A1_FCC,0,0.999999999962024
PrecHiMn-04,llm_noC,840.0,A1_FCC,A1_FCC,0,0.9999999999962527
PrecHiMn-04,llm_noC,850.0,A1_FCC,A1_FCC,0,0.9999999999836054
PrecHiMn-04,llm_noC,860.0,A1_FCC,A1_FCC,0,0.9999999999974177
PrecHiMn-04,llm_noC,870.0,A1_FCC,A1_FCC,0,1.000000000005389
PrecHiMn-04,llm_noC,880.0,BCC_4SL,BCC_4SL[A2],0,0.0037545352660145804
PrecHiMn-04,llm_noC,880.0,A1_FCC,A1_FCC,1,0.9962454646687988
PrecHiMn-04,llm_noC,890.0,BCC_4SL,BCC_4SL[A2],0,0.028858023984088713
PrecHiMn-04,llm_noC,890.0,A1_FCC,A1_FCC,1,0.9711419759804312
PrecHiMn-04,llm_noC,900.0,BCC_4SL,BCC_4SL[A2],0,0.054571828000157724
PrecHiMn-04,llm_noC,900.0,A1_FCC,A1_FCC,1,0.945428171999153
PrecHiMn-04,llm_noC,910.0,BCC_4SL,BCC_4SL[A2],0,0.08092008221431343
PrecHiMn-04,llm_noC,910.0,A1_FCC,A1_FCC,1,0.9190799177476547
PrecHiMn-04,llm_noC,920.0,BCC_4SL,BCC_4SL[A2],0,0.10792739424390012
PrecHiMn-04,llm_noC,920.0,A1_FCC,A1_FCC,1,0.8920726058207543
PrecHiMn-04,llm_noC,930.0,BCC_4SL,BCC_4SL[A2],0,0.13561869555629585
PrecHiMn-04,llm_noC,930.0,A1_FCC,A1_FCC,1,0.8643813044169641
PrecHiMn-04,llm_noC,940.0,BCC_4SL,BCC_4SL[A2],0,0.16401906502236435
PrecHiMn-04,llm_noC,940.0,A1_FCC,A1_FCC,1,0.8359809349013086
PrecHiMn-04,llm_noC,950.0,A1_FCC,A1_FCC,0,0.8068464780763808
PrecHiMn-04,llm_noC,950.0,BCC_4SL,BCC_4SL[A2],1,0.19315352186386447
PrecHiMn-04,llm_noC,960.0,A1_FCC,A1_FCC,0,0.7769532148734494
PrecHiMn-04,llm_noC,960.0,BCC_4SL,BCC_4SL[A2],1,0.22304678510477396
PrecHiMn-04,llm_noC,970.0,A1_FCC,A1_FCC,0,0.7462770031624997
PrecHiMn-04,llm_noC,970.0,BCC_4SL,BCC_4SL[A2],1,0.2537229968400806
PrecHiMn-04,llm_noC,980.0,BCC_4SL,BCC_4SL[A2],0,0.28520540730627214
PrecHiMn-04,llm_noC,980.0,A1_FCC,A1_FCC,1,0.714794592680993
PrecHiMn-04,llm_noC,990.0,A1_FCC,A1_FCC,0,0.6824839800201113
PrecHiMn-04,llm_noC,990.0,BCC_4SL,BCC_4SL[A2],1,0.3175160199558558
PrecHiMn-04,llm_noC,1000.0,BCC_4SL,BCC_4SL[A2],0,0.35067519921427576
PrecHiMn-04,llm_noC,1000.0,A1_FCC,A1_FCC,1,0.6493248007312803
PrecHiMn-04,llm_noC,1010.0,BCC_4SL,BCC_4SL[A2],0,0.38470124037397596
PrecHiMn-04,llm_noC,1010.0,A1_FCC,A1_FCC,1,0.6152987596141525
PrecHiMn-04,llm_noC,1020.0,A1_FCC,A1_FCC,0,0.5803900923779535
PrecHiMn-04,llm_noC,1020.0,BCC_4SL,BCC_4SL[A2],1,0.41960990762617056
PrecHiMn-04,llm_noC,1030.0,A1_FCC,A1_FCC,0,0.5445860527392665
PrecHiMn-04,llm_noC,1030.0,BCC_4SL,BCC_4SL[A2],1,0.45541394724094114
PrecHiMn-04,llm_noC,1040.0,BCC_4SL,BCC_4SL[A2],0,0.492122583718119
